Question Number,Question Title,Answer Option,Is Correct
"927","Jeśli zmienna $x przechowuje dowolną liczbę naturalną dodatnią, przedstawiony kod źródłowy PHP ma za zadanie wyświetlić","C. losowe liczby z przedziału (0, x)",false
"927","Jeśli zmienna $x przechowuje dowolną liczbę naturalną dodatnią, przedstawiony kod źródłowy PHP ma za zadanie wyświetlić","D. kolejne liczby od 0 do x-1",true
"928","W języku JavaScript zdefiniowano obiekt. Aby dalej w kodzie modyfikować wartość właściwości x obiektu, należy zapisać","A. wsp.x = …",false
"928","W języku JavaScript zdefiniowano obiekt. Aby dalej w kodzie modyfikować wartość właściwości x obiektu, należy zapisać","B. x = …",false
"928","W języku JavaScript zdefiniowano obiekt. Aby dalej w kodzie modyfikować wartość właściwości x obiektu, należy zapisać","C. obiekt1::x = …",false
"928","W języku JavaScript zdefiniowano obiekt. Aby dalej w kodzie modyfikować wartość właściwości x obiektu, należy zapisać","D. obiekt1.x = …",true
"929","Odpowiednia kolejność procesów przetwarzania analogowo-cyfrowego dźwięku to:","A. kwantyzacja, kodowanie, próbkowanie",false
"929","Odpowiednia kolejność procesów przetwarzania analogowo-cyfrowego dźwięku to:","B. kwantyzacja, próbkowanie, kodowanie",false
"929","Odpowiednia kolejność procesów przetwarzania analogowo-cyfrowego dźwięku to:","C. próbkowanie, kodowanie, kwantyzacja",false
"929","Odpowiednia kolejność procesów przetwarzania analogowo-cyfrowego dźwięku to:","D. próbkowanie, kwantyzacja, kodowanie",true
"930","Na obrazie przedstawiono wybór formatu pliku importującego bazę danych. Którego formatu należy użyć, jeżeli dane są wyeksportowane z programu Excel i zapisane tekstowo z zastosowaniem przecinka do rozdzielenia wartości pól?","A. XML",false
"930","Na obrazie przedstawiono wybór formatu pliku importującego bazę danych. Którego formatu należy użyć, jeżeli dane są wyeksportowane z programu Excel i zapisane tekstowo z zastosowaniem przecinka do rozdzielenia wartości pól?","B. SQL",false
"930","Na obrazie przedstawiono wybór formatu pliku importującego bazę danych. Którego formatu należy użyć, jeżeli dane są wyeksportowane z programu Excel i zapisane tekstowo z zastosowaniem przecinka do rozdzielenia wartości pól?","C. ESRI",false
"930","Na obrazie przedstawiono wybór formatu pliku importującego bazę danych. Którego formatu należy użyć, jeżeli dane są wyeksportowane z programu Excel i zapisane tekstowo z zastosowaniem przecinka do rozdzielenia wartości pól?","D. CSV",true
"931","Baza danych zawiera tabelę ksiazki o polach: tytul, id_autora, data_wypoz, id_czytelnika. Każdego dnia generowany jest raport książek wypożyczonych danego dnia. Wyświetlane są jedynie tytuły książek. Która z kwerend SQL posłuży do stworzenia tego raportu?","A. SELECT tytul, data_wypoz FROM ksiazki WHERE data_wypoz = CURRDATENT_E();",false
"931","Baza danych zawiera tabelę ksiazki o polach: tytul, id_autora, data_wypoz, id_czytelnika. Każdego dnia generowany jest raport książek wypożyczonych danego dnia. Wyświetlane są jedynie tytuły książek. Która z kwerend SQL posłuży do stworzenia tego raportu?","B. SELECT * FROM ksiazki;",false
"931","Baza danych zawiera tabelę ksiazki o polach: tytul, id_autora, data_wypoz, id_czytelnika. Każdego dnia generowany jest raport książek wypożyczonych danego dnia. Wyświetlane są jedynie tytuły książek. Która z kwerend SQL posłuży do stworzenia tego raportu?","C. SELECT tytul FROM ksiazki WHERE data_wypoz = CURRENT_DATE();",true
"931","Baza danych zawiera tabelę ksiazki o polach: tytul, id_autora, data_wypoz, id_czytelnika. Każdego dnia generowany jest raport książek wypożyczonych danego dnia. Wyświetlane są jedynie tytuły książek. Która z kwerend SQL posłuży do stworzenia tego raportu?","D. SELECT tytul FROM ksiazki;",false
"932","W języku CSS zdefiniowano formatowanie dla pola edycyjnego. Tak formatowane pole edycyjne będzie miało jasnozielone tło","A. jeśli jest to pierwsze wystąpienie tego znacznika w dokumencie",false
"932","W języku CSS zdefiniowano formatowanie dla pola edycyjnego. Tak formatowane pole edycyjne będzie miało jasnozielone tło","B. po kliknięciu myszą w celu zapisania w nim tekstu",true
"932","W języku CSS zdefiniowano formatowanie dla pola edycyjnego. Tak formatowane pole edycyjne będzie miało jasnozielone tło","C. gdy zostanie wskazane kursorem myszy bez kliknięcia",false
"932","W języku CSS zdefiniowano formatowanie dla pola edycyjnego. Tak formatowane pole edycyjne będzie miało jasnozielone tło","D. w każdym przypadku",false
"933","W języku CSS zapisano wspólne formatowanie dla pewnej grupy znaczników. Formatowanie takich znaczników w kodzie HTML nastąpi przez atrybut","A. style = "format1"",false
"933","W języku CSS zapisano wspólne formatowanie dla pewnej grupy znaczników. Formatowanie takich znaczników w kodzie HTML nastąpi przez atrybut","B. id = "format1"",false
"933","W języku CSS zapisano wspólne formatowanie dla pewnej grupy znaczników. Formatowanie takich znaczników w kodzie HTML nastąpi przez atrybut","C. div = "format1"",false
"933","W języku CSS zapisano wspólne formatowanie dla pewnej grupy znaczników. Formatowanie takich znaczników w kodzie HTML nastąpi przez atrybut","D. class = "format1"",true
"934","Formatem o najwyższej rozpiętości tonalnej wśród wymienionych jest","A. JPEG",false
"934","Formatem o najwyższej rozpiętości tonalnej wśród wymienionych jest","B. PNG",false
"934","Formatem o najwyższej rozpiętości tonalnej wśród wymienionych jest","C. RAW",true
"934","Formatem o najwyższej rozpiętości tonalnej wśród wymienionych jest","D. BMP",false
"935","Które z zadań programistycznych może być wykonane tylko po stronie klienta przeglądarki?","A. Bezpieczne wyświetlenie personalizowanej zawartości strony ze względu na prawa użytkownika aplikacji",false
"935","Które z zadań programistycznych może być wykonane tylko po stronie klienta przeglądarki?","B. Zapisanie danych pobranych z formularza w bazie danych powiązanej z aplikacją internetową",false
"935","Które z zadań programistycznych może być wykonane tylko po stronie klienta przeglądarki?","C. Sprawdzanie danych wpisywanych do pola tekstowego w czasie rzeczywistym",true
"935","Które z zadań programistycznych może być wykonane tylko po stronie klienta przeglądarki?","D. Sprawdzenie hasła użytkownika w bazie danych powiązanej z aplikacją internetową",false
"936","Która instrukcja algorytmu odpowiada graficznej reprezentacji bloku przedstawionego na rysunku?","A. n > 20",true
"936","Która instrukcja algorytmu odpowiada graficznej reprezentacji bloku przedstawionego na rysunku?","B. Wypisz n",false
"936","Która instrukcja algorytmu odpowiada graficznej reprezentacji bloku przedstawionego na rysunku?","C. n ← n + 5",false
"936","Która instrukcja algorytmu odpowiada graficznej reprezentacji bloku przedstawionego na rysunku?","D. Wykonaj podprogram sortowania tablicy t",false
"937","Która z instrukcji języka JavaScript dokona zmiany koloru tekstu na niebieski w akapicie zdefiniowanym w dokumencie HTML?","A. document.getElementById("jeden").style.color = "blue";",true
"937","Która z instrukcji języka JavaScript dokona zmiany koloru tekstu na niebieski w akapicie zdefiniowanym w dokumencie HTML?","B. document.getElementById("jeden").style.background-color = "blue";",false
"937","Która z instrukcji języka JavaScript dokona zmiany koloru tekstu na niebieski w akapicie zdefiniowanym w dokumencie HTML?","C. document.getElementById("jeden").color = "blue";",false
"937","Która z instrukcji języka JavaScript dokona zmiany koloru tekstu na niebieski w akapicie zdefiniowanym w dokumencie HTML?","D. document.getElementById("jeden").background-color = "blue";",false
"938","W języku SQL, po wykonaniu przedstawionych poleceń GRANT, prawo do zmiany struktury tabeli oraz jej usuwania zostanie przypisane","A. Adamowi i Annie",true
"938","W języku SQL, po wykonaniu przedstawionych poleceń GRANT, prawo do zmiany struktury tabeli oraz jej usuwania zostanie przypisane","B. Tomaszowi i Annie",false
"938","W języku SQL, po wykonaniu przedstawionych poleceń GRANT, prawo do zmiany struktury tabeli oraz jej usuwania zostanie przypisane","C. tylko Annie",false
"938","W języku SQL, po wykonaniu przedstawionych poleceń GRANT, prawo do zmiany struktury tabeli oraz jej usuwania zostanie przypisane","D. Tomaszowi i Adamowi",false
"939","Dla których imion zastosowana w zapytaniu klauzula LIKE jest prawdziwa?","A. Arleta, Krzysztof, Krystyna, Tristan",true
"939","Dla których imion zastosowana w zapytaniu klauzula LIKE jest prawdziwa?","B. Gerald, Jarosław, Marek, Tamara",false
"939","Dla których imion zastosowana w zapytaniu klauzula LIKE jest prawdziwa?","C. Rafał, Rebeka, Renata, Roksana",false
"939","Dla których imion zastosowana w zapytaniu klauzula LIKE jest prawdziwa?","D. Krzysztof, Krystyna, Romuald",false
"940","Grafik chce przekształcić bez utraty jakości obraz JPG w format PNG w ten sposób, żeby wszędzie tam, gdzie w pierwotnym obrazie jest kolor biały, w obrazie docelowym była przezroczystość. Aby to zrobić, powinien","A. przekształcić obraz w odcienie szarości",false
"940","Grafik chce przekształcić bez utraty jakości obraz JPG w format PNG w ten sposób, żeby wszędzie tam, gdzie w pierwotnym obrazie jest kolor biały, w obrazie docelowym była przezroczystość. Aby to zrobić, powinien","B. zmniejszyć rozdzielczość obrazu",false
"940","Grafik chce przekształcić bez utraty jakości obraz JPG w format PNG w ten sposób, żeby wszędzie tam, gdzie w pierwotnym obrazie jest kolor biały, w obrazie docelowym była przezroczystość. Aby to zrobić, powinien","C. dodać kanał alfa",true
"940","Grafik chce przekształcić bez utraty jakości obraz JPG w format PNG w ten sposób, żeby wszędzie tam, gdzie w pierwotnym obrazie jest kolor biały, w obrazie docelowym była przezroczystość. Aby to zrobić, powinien","D. zaimportować obraz do edytora grafiki wektorowej",false
"941","Wskaż zapytanie SQL tworzące użytkownika sekretarka na localhost z hasłem zaq123","A. CREATE USER 'sekretarka'@'localhost' IDENTIFIED `zaq123`;",false
"941","Wskaż zapytanie SQL tworzące użytkownika sekretarka na localhost z hasłem zaq123","B. CREATE USER `sekretarka`@`localhost` IDENTIFY BY `zaq123`;",false
"941","Wskaż zapytanie SQL tworzące użytkownika sekretarka na localhost z hasłem zaq123","C. CREATE USER `sekretarka`@`localhost` IDENTIFY "zaq123";",false
"941","Wskaż zapytanie SQL tworzące użytkownika sekretarka na localhost z hasłem zaq123","D. CREATE USER `sekretarka`@`localhost` IDENTIFIED BY 'zaq123';",true
"942","Która z funkcji SQL NIE pobiera argumentów?","A. upper",false
"942","Która z funkcji SQL NIE pobiera argumentów?","B. now",true
"942","Która z funkcji SQL NIE pobiera argumentów?","C. len",false
"942","Która z funkcji SQL NIE pobiera argumentów?","D. year",false
"943","W którym z przypadków walidacja fragmentu kodu CSS przebiegnie pomyślnie?","A. <p style="font-size:bold;">",false
"943","W którym z przypadków walidacja fragmentu kodu CSS przebiegnie pomyślnie?","B. p { font-weight:bold; }",true
"943","W którym z przypadków walidacja fragmentu kodu CSS przebiegnie pomyślnie?","C. <p style="font-style:bold;">",false
"943","W którym z przypadków walidacja fragmentu kodu CSS przebiegnie pomyślnie?","D. p { text-size:bold; }",false
"944","W języku JavaScript zadeklarowana zmienna i, która ma przechowywać wynik dzielenia wynoszący 1, to","A. var i = parseInt(3/2);",true
"944","W języku JavaScript zadeklarowana zmienna i, która ma przechowywać wynik dzielenia wynoszący 1, to","B. var i = 3/2;",false
"944","W języku JavaScript zadeklarowana zmienna i, która ma przechowywać wynik dzielenia wynoszący 1, to","C. var i = Number(3/2);",false
"944","W języku JavaScript zadeklarowana zmienna i, która ma przechowywać wynik dzielenia wynoszący 1, to","D. var i = parseFloat(3/2);",false
"945","W języku HTML zapisano definicję tabeli. Który rysunek obrazuje efekt jej działania?","A. Rysunek 1",true
"945","W języku HTML zapisano definicję tabeli. Który rysunek obrazuje efekt jej działania?","B. Rysunek 2",false
"945","W języku HTML zapisano definicję tabeli. Który rysunek obrazuje efekt jej działania?","C. Rysunek 3",false
"945","W języku HTML zapisano definicję tabeli. Który rysunek obrazuje efekt jej działania?","D. Rysunek 4",false
"946","W programie MS Access we właściwościach pola klasa należy ustawić maskę wprowadzania danych. Którą maskę należy podać, aby wprowadzone dane były złożone z trzech znaków w formacie: obowiązkowa cyfra, po niej obowiązkowe dwie litery?","A. 000",false
"946","W programie MS Access we właściwościach pola klasa należy ustawić maskę wprowadzania danych. Którą maskę należy podać, aby wprowadzone dane były złożone z trzech znaków w formacie: obowiązkowa cyfra, po niej obowiązkowe dwie litery?","B. 0CC",false
"946","W programie MS Access we właściwościach pola klasa należy ustawić maskę wprowadzania danych. Którą maskę należy podać, aby wprowadzone dane były złożone z trzech znaków w formacie: obowiązkowa cyfra, po niej obowiązkowe dwie litery?","C. CLL",false
"946","W programie MS Access we właściwościach pola klasa należy ustawić maskę wprowadzania danych. Którą maskę należy podać, aby wprowadzone dane były złożone z trzech znaków w formacie: obowiązkowa cyfra, po niej obowiązkowe dwie litery?","D. 0LL",true
"947","Który zapis definiuje w języku PHP komentarz wieloliniowy","A. #",false
"947","Który zapis definiuje w języku PHP komentarz wieloliniowy","B. //",false
"947","Który zapis definiuje w języku PHP komentarz wieloliniowy","C. <!-- -->",false
"947","Który zapis definiuje w języku PHP komentarz wieloliniowy","D. /* */",true
"948","W programie do obróbki grafiki rastrowej zmodyfikowano krzywe kolorów tak, jak zaznaczono ramką na przedstawionym obrazie. Ma to na celu","A. rozjaśnienie całości obrazu",false
